,en,ko,type
3280,discourse,담화,noun
3281,basket,바구니,noun
3282,ah,아,u
3283,fighting,화이팅,noun
3284,impressive,감동적인,adj
3285,competitor,경쟁자,noun
3286,ugly,못생긴,adj
3287,worried,걱정하는,adj
3288,portray,그리다,verb
3289,powder,가루,noun
3290,ghost,귀신,noun
3291,persuade,설득하다,verb
3292,moderate,보통의,adj
3293,subsequent,후속,adj
3294,continued,계속되는,adj
3295,cookie,쿠키,noun
3296,carrier,담체,noun
3297,cooking,요리,noun
3298,frequent,잦은,adj
3299,ban,반,verb
3300,swing,그네,noun
3301,orange,주황색,noun
3302,awful,끔찍한,adj
3303,admire,존경하다,verb
3304,pet,애완 동물,noun
3305,miracle,기적,noun
3306,exceed,초과하다,verb
3307,rhythm,율,noun
3308,widespread,펼친,adj
3309,killing,죽이는,noun
3310,lovely,사랑스러운,adj
3311,sin,죄,noun
3312,charity,자선 단체,noun
3313,script,스크립트,noun
3314,tactic,술책,noun
3315,identification,신분증,noun
3316,transformation,변환,noun
3317,everyday,매일,adj
3318,headline,표제,noun
3319,crash,크래시,verb
3320,venture,투기,noun
3321,invasion,침입,noun
3322,military,군대,noun
3323,nonetheless,그럼에도 불구하고,adv
3324,adequate,적절한,adj
3325,piano,피아노,noun
3326,grocery,식료품점,noun
3327,intensity,강함,noun
3328,exhibit,전시하다,verb
3329,high,높은,adv
3330,blanket,담요,noun
3331,margin,여유,noun
3332,principal,주요한,adj
3333,quarterback,쿼터백,noun
3334,mouse,생쥐,noun
3335,rope,로프,noun
3336,concrete,콘크리트,adj
3337,prescription,처방,noun
3338,African-American,아프리카 계 미국인,adj
3339,chase,뒤쫓다다,verb
3340,document,문서,verb
3341,brick,벽돌,noun
3342,recruit,모집,verb
3343,patch,반점,noun
3344,consensus,의견 일치,noun
3345,horror,공포,noun
3346,recording,녹음,noun
3347,changing,바꾸다,adj
3348,painter,화가,noun
3349,colonial,식민지 주민,adj
3350,pie,파이,noun
3351,sake,사케,noun
3352,gaze,시선,noun
3353,courage,용기,noun
3354,pregnancy,임신,noun
3355,swear,욕을 하다,verb
3356,defeat,패배시키다,verb
3357,clue,단서,noun
3358,reinforce,강화,verb
3359,win,이기다,noun
3360,confusion,착란,noun
3361,slice,일부분,noun
3362,occupation,직업,noun
3363,dear,~에게,adj
3364,coal,석탄,noun
3365,sacred,신성한,adj
3366,criminal,범인,noun
3367,formula,공식,noun
3368,cognitive,인지,adj
3369,collective,집단,adj
3370,exact,정확한,adj
3371,uncle,삼촌,noun
3372,square,정사각형,noun
3373,captain,선장,noun
3374,sigh,한숨을 쉬다,verb
3375,attribute,기인하다,verb
3376,dare,도전,verb
3377,okay,좋아요,adj
3378,homeless,노숙자,adj
3379,cool,시원한,verb
3380,gallery,갤러리,noun
3381,soccer,축구,noun
3382,defendant,피고,noun
3383,tunnel,터널,noun
3384,fitness,적합,noun
3385,lap,무릎,noun
3386,grave,무덤,noun
3387,toe,발가락,noun
3388,container,컨테이너,noun
3389,virtue,덕,noun
3390,abroad,해외에서,adv
3391,architect,건축가,noun
3392,dramatically,극적으로,adv
3393,makeup,구성하다,noun
3394,inquiry,문의,noun
3395,rose,장미,noun
3396,surprisingly,놀랍게도,adv
3397,highlight,가장 밝은 부분,verb
3398,decrease,감소하다,verb
3399,indication,표시,noun
3400,rail,레일,noun
3401,anniversary,기념일,noun
3402,couch,침상,noun
3403,alliance,동맹,noun
3404,hypothesis,가설,noun
3405,boyfriend,남자 친구,noun
3406,compose,구성하다,verb
3407,peer,또래,verb
3408,mess,엉망,noun
3409,rank,계급,verb
3410,legend,전설,noun
3411,regulate,규제,verb
3412,adolescent,한창 젊은,noun
3413,shine,빛나는,verb
3414,norm,표준,noun
3415,upset,속상한,verb
3416,remark,주목,noun
3417,resign,사직하다,verb
3418,reward,보상,noun
3419,gentle,온화한,adj
3420,related,관련된,adj
3421,organ,오르간,noun
3422,lightly,가볍게,adv
3423,concerning,...에 관하여,prep
3424,invent,꾸미다,verb
3425,laughter,웃음,noun
3426,fit,맞다,adj
3427,northwest,북서,noun
3428,counseling,상담,noun
3429,tight,단단한,adv
3430,receiver,수화기,noun
3431,ritual,의식,noun
3432,insect,곤충,noun
3433,interrupt,방해하다,verb
3434,salmon,연어,noun
3435,favor,호의,noun
3436,trading,거래,noun
3437,concern,우려,verb
3438,magic,마법,adj
3439,superior,우수한,adj
3440,combat,전투,noun
3441,stem,줄기,noun
3442,surgeon,외과 의사,noun
3443,acceptable,허용 가능,adj
3444,physics,물리학,noun
3445,rape,강간,noun
3446,counsel,조언,noun
3447,brush,브러시,noun
3448,jeans,청바지,noun
3449,hunt,사냥,verb
3450,continuous,마디 없는,adj
3451,log,통나무,noun
3452,echo,에코,verb
3453,pill,알약,noun
3454,excited,흥분한,adj
3455,sculpture,조각품,noun
3456,compound,화합물,noun
3457,integrate,통합,verb
3458,flour,밀가루,noun
3459,bitter,격렬한,adj
3460,bare,없는,adj
3461,slope,경사,noun
3462,rent,임차료,verb
3463,presidency,통솔,noun
3464,serving,피복재,noun
3465,subtle,미묘한,adj
3466,greatly,매우,adv
3467,bishop,주교,noun
3468,drinking,음주,noun
3469,delay,지연,verb
3470,cry,울다,noun
3471,acceptance,수락,noun
3472,collapse,무너지다,noun
3473,shop,가게,verb
3474,pump,펌프,noun
3475,candy,사탕,noun
3476,evil,사악한,noun
3477,final,결정적인,noun
3478,finance,재원,verb
3479,pleased,기쁜,adj
3480,medal,메달,noun
3481,beg,빌다,verb
3482,sponsor,스폰서,verb
3483,ethical,윤리적,adj
3484,secondary,중고등 학년,adj
3485,slam,쾅,verb
3486,export,내보내다,noun
3487,experimental,실험,adj
3488,melt,녹다,verb
3489,midnight,자정,noun
3490,net,그물,adj
3491,curve,곡선,noun
3492,integrity,진실성,noun
3493,entitle,자격,verb
3494,evident,분명한,adj
3495,logic,논리,noun
3496,essence,본질,noun
3497,park,공원,verb
3498,exclude,들어오지 못하게 하다,verb
3499,harsh,가혹한,adj
3500,closet,옷장,noun
3501,suburban,교외,adj
3502,greet,환영하다,verb
3503,favor,호의,prep
3504,interior,내부,noun
3505,corridor,복도,noun
3506,murder,살인,verb
3507,retail,소매,adj
3508,pitcher,피처,noun
3509,march,3월,verb
3510,snake,뱀,noun
3511,pitch,정점,verb
3512,excuse,변명,verb
3513,cross,십자가,noun
3514,weakness,약점,noun
3515,pig,돼지,noun
3516,cold,추운,noun
3517,classical,고전,adj
3518,estimated,추정된,adj
3519,T-shirt,티셔츠,noun
3520,online,온라인,adv
3521,unemployment,실업,noun
3522,civilization,문명,noun
3523,fold,겹,verb
3524,patient,인내심 있는,adj
3525,pop,팝,noun
3526,daily,일일,adv
3527,reverse,뒤집다,verb
3528,missing,잃어버린,adj
3529,correlation,상관관계,noun
3530,humanity,인류,noun
3531,flash,플래시,verb
3532,developer,개발자,noun
3533,reliable,믿을 수 있는,adj
3534,excitement,흥분,noun
3535,beef,쇠고기,noun
3536,Islam,이슬람교,noun
3537,Roman,로마 인,adj
3538,stretch,뻗기,noun
3539,architecture,건축물,noun
3540,occasional,가끔,adj
3541,administrative,행정,adj
3542,elbow,팔꿈치,noun
3543,deadly,치명적인,adj
3544,Muslim,이슬람교도,noun
3545,Hispanic,히스패닉,adj
3546,allegation,진술,noun
3547,tip,팁,verb
3548,confuse,혼란시키다,verb
3549,airplane,비행기,noun
3550,monthly,월간 간행물,adj
3551,duck,오리,noun
3552,dose,정량,noun
3553,Korean,한국인,adj
3554,plead,간청,verb
3555,initiate,시작하십시오,verb
3556,lecture,강의,noun
3557,van,봉고차,noun
3558,sixth,육분의 하나,m
3559,bay,만,noun
3560,mainstream,주류,adj
3561,suburb,근교,noun
3562,sandwich,샌드위치,noun
3563,unlike,같지 않은,adj
3564,trunk,트렁크,noun
3565,rumor,소문,noun
3566,implementation,구현,noun
3567,swallow,삼키다,verb
3568,motivate,동기 부여,verb
3569,render,세우다,verb
3570,longtime,오랫동안,adj
3571,trap,덫,verb
3572,restrict,얽매다,verb
3573,cloth,천,noun
3574,seemingly,겉보기에,adv
3575,legislative,입법,adj
3576,effectiveness,유효성,noun
3577,enforce,억지로 시키다,verb
3578,lens,렌즈,noun
3579,reach,도달하다,noun
3580,inspector,조사관,noun
3581,lend,빌려주다,verb
3582,plain,솔직한,adj
3583,fraud,사기,noun
3584,companion,동반자,noun
3585,contend,다투다,verb
3586,nail,못,noun
3587,array,정렬,noun
3588,strict,엄격한,adj
3589,assemble,모으다,verb
3590,frankly,솔직히,adv
3591,rat,쥐,noun
3592,burst,터지다,verb
3593,hallway,현관,noun
3594,cave,동굴,noun
3595,inevitable,불가피한,adj
3596,southwest,남서,noun
3597,monster,괴물,noun
3598,speed,속도,verb
3599,protest,항의,verb
3600,unexpected,예기치 않은,adj
3601,obstacle,장애,noun
3602,facilitate,가능하게 하다,verb
3603,encounter,맞닥뜨리다,noun
3604,rip,삼가 고인의 명복을 빕니다,verb
3605,herb,목초,noun
3606,overwhelming,압도적,adj
3607,integration,완성,noun
3608,crystal,결정,noun
3609,recession,경기 후퇴,noun
3610,wish,소망,noun
3611,top,맨 위,verb
3612,written,쓴,adj
3613,motive,동기,noun
3614,label,상표,verb
3615,flood,홍수,noun
3616,pen,펜,noun
3617,ownership,소유권,noun
3618,nightmare,악몽,noun
3619,notice,알아채다,noun
3620,inspection,점검,noun
3621,supervisor,감독자,noun
3622,consult,찾다,verb
3623,arena,투기장,noun
3624,laugh,웃다,noun
3625,diagnosis,진단,noun
3626,possession,소유,noun
3627,forgive,용서하다,verb
3628,warm,따뜻한,verb
3629,consistently,일관되게,adv
3630,basement,최하부,noun
3631,project,프로젝트,verb
3632,drift,경향,verb
3633,drain,물을 빼다,verb
3634,last,마지막,adv
3635,prosecution,기소,noun
3636,maximum,최고,adj
3637,announcement,발표,noun
3638,warrior,전사,noun
3639,prediction,예측,noun
3640,bacteria,박테리아,noun
3641,questionnaire,설문지,noun
3642,mud,진흙,noun
3643,infrastructure,하부 구조,noun
3644,hurry,서두르다,verb
3645,privilege,특권,noun
3646,temple,절,noun
3647,medium,중간,adj
3648,outdoor,집 밖의,adj
3649,suck,빨다,verb
3650,and/or,및/또는,conj
3651,broadcast,방송,noun
3652,re,답장,prep
3653,leap,뛰다,verb
3654,random,무작위의,adj
3655,past,과거,adv
3656,wrist,손목,noun
3657,curtain,커튼,noun
3658,monitor,감시 장치,noun
3659,pond,연못,noun
3660,domain,도메인,noun
3661,guilt,죄,noun
3662,cattle,가축,noun
3663,subject,주제,prep
3664,walking,걷는,noun
3665,playoff,플레이 오프,noun
3666,minimum,최저한의,adj
3667,fiscal,회계,adj
3668,skirt,치마,noun
3669,dump,덤프,verb
3670,hence,그 후,adv
3671,database,데이터 베이스,noun
3672,uncomfortable,불편한,adj
3673,aim,겨냥하다,noun
3674,execute,실행하다,verb
3675,limb,수족,noun
3676,ideology,관념론,noun
3677,average,평균,verb
3678,welcome,환영하다,adj
3679,tune,곡조,verb
3680,continuing,계속합니다,adj
3681,harm,피해,noun
3682,railroad,철도,noun
3683,endure,견디다,verb
3684,radiation,방사능,noun
3685,horn,뿔,noun
3686,chronic,만성병 환자,adj
3687,peaceful,평화로운,adj
3688,innovation,혁신,noun
3689,strain,부담,noun
3690,guitar,기타,noun
3691,replacement,바꿔 놓음,noun
3692,behave,행동하다,verb
3693,administer,관리,verb
3694,simultaneously,동시에,adv
3695,dancer,춤추는 사람,noun
3696,amendment,개정,noun
3697,guard,경비원,verb
3698,pad,인주,noun
3699,transmission,전염,noun
3700,await,기다리다,verb
3701,retired,은퇴했습니다,adj
3702,trigger,방아쇠,verb
3703,spill,엎지르다,verb
3704,grateful,고마워하는,adj
3705,grace,우아함,noun
3706,virtual,가상,adj
3707,response,응답,prep
3708,colony,식민지,noun
3709,adoption,양자,noun
3710,slide,미끄러지 다,noun
3711,indigenous,토착,adj
3712,closed,닫은,adj
3713,convict,죄수,verb
3714,civilian,일반 민간인,noun
3715,towel,수건,noun
3716,modify,수정하다,verb
3717,particle,입자,noun
3718,award,상,verb
3719,glance,섬광,noun
3720,prize,상,noun
3721,landing,착륙,noun
3722,conduct,지휘하다,noun
3723,blue,푸른,noun
3724,boost,후원,verb
3725,bat,박쥐,noun
3726,alarm,경보,noun
3727,festival,제전,noun
3728,grip,꽉 붙잡음,noun
3729,weird,기이한,adj
3730,undermine,훼손하십시오,verb
3731,freshman,신입생,noun
3732,sweat,땀,noun
3733,outer,밖의,adj
3734,European,유럽 ​​사람,noun
3735,drunk,술 취한,adj
3736,survey,조사,verb
3737,research,연구,verb
3738,separation,분리,noun
3739,traditionally,전통적으로,adv
3740,stuff,물건,verb
3741,govern,통치,verb
3742,southeast,남동,noun
3743,intelligent,지능적인,adj
3744,wherever,대체 어디에,adv
3745,ballot,투표권,noun
3746,rhetoric,수사학,noun
3747,convinced,확신,adj
3748,driving,운전,adj
3749,vitamin,비타민,noun
3750,enthusiasm,열광,noun
3751,accommodate,수용,verb
3752,praise,칭찬,verb
3753,injure,해치다,verb
3754,wilderness,황야,noun
3755,nearby,가까운,adv
3756,endless,끝이 없습니다,adj
3757,mandate,위임,noun
3758,pause,정지시키다,noun
3759,excuse,변명,noun
3760,respectively,각기,adv
3761,uncertainty,불확실성,noun
3762,chaos,혼돈,noun
3763,short,짧은,adv
3764,mechanical,기계적,adj
3765,canvas,캔버스,noun
3766,forty,사십,m
3767,matter,문제,det
3768,lobby,로비,noun
3769,profound,심오한,adj
3770,format,체재,noun
3771,trait,특성,noun
3772,currency,통화,noun
3773,turkey,칠면조,noun
3774,reserve,예약하다,noun
3775,beam,빔,noun
3776,abuse,남용,verb
3777,astronomer,천문학 자,noun
3778,corruption,부패,noun
3779,contractor,계약자,noun
3780,apologize,사과하다,verb
3781,doctrine,교의,noun
3782,genuine,진실한,adj
3783,thumb,무지,noun
3784,unity,단일성,noun
3785,compromise,타협,noun
3786,horrible,끔찍한,adj
3787,behavioral,행동 적,adj
3788,exclusive,독점적인,adj
3789,scatter,흩어지게하다,verb
3790,commonly,천하게,adv
3791,convey,전달하다,verb
3792,rush,서두르다,noun
3793,twist,트위스트,verb
3794,complexity,복잡성,noun
3795,fork,포크,noun
3796,disk,디스크,noun
3797,relieve,완화,verb
3798,suspicion,의심,noun
3799,lock,자물쇠,noun
3800,finish,마치다,noun
3801,residence,거주,noun
3802,shame,창피,noun
3803,meaningful,의미가 있습니다,adj
3804,sidewalk,보도,noun
3805,Olympics,올림픽,noun
3806,technological,기술,adj
3807,signature,서명,noun
3808,pleasant,즐거운,adj
3809,wow,와,u
3810,suspend,유예하다,verb
3811,rebel,반역자,noun
3812,frozen,겨울 왕국,adj
3813,desire,욕구,verb
3814,spouse,배우자,noun
3815,fluid,체액,noun
3816,pension,연금,noun
3817,resume,이력서,verb
3818,theoretical,이론적 인,adj
3819,sodium,나트륨,noun
3820,blow,불다,noun
3821,promotion,프로모션,noun
3822,delicate,연약한,adj
3823,forehead,이마,noun
3824,rebuild,재건,verb
3825,bounce,되튐,verb
3826,electrical,전기 같은,adj
3827,hook,훅,noun
3828,detective,형사,noun
3829,traveler,여행자,noun
3830,click,딸깍 하는 소리,verb
3831,compensation,보상,noun
3832,signal,신호,verb
3833,exit,출구,noun
3834,attraction,끌어 당김,noun
3835,dedicate,전념하다,verb
3836,altogether,전부,adv
3837,pickup,찾다,noun
3838,carve,새기다,verb
3839,needle,바늘,noun
3840,belly,배,noun
3841,ship,배,verb
3842,scare,공황,verb
3843,portfolio,포트폴리오,noun
3844,shuttle,우주선,noun
3845,invisible,보이지 않는,adj
3846,timing,타이밍,noun
3847,engagement,약혼,noun
3848,ankle,발목,noun
3849,transaction,거래,noun
3850,rescue,구조하다,verb
3851,counterpart,짝,noun
3852,historically,역사적으로,adv
3853,firmly,단단히,adv
3854,mild,경증,adj
3855,rider,타는 사람,noun
3856,doll,인형,noun
3857,noon,정오,noun
3858,exhibit,전시하다,noun
3859,amid,가운데에,prep
3860,identical,동일한,adj
3861,precise,정밀한,adj
3862,anxious,불안해하는,adj
3863,structural,구조적,adj
3864,residential,주거,adj
3865,loud,시끄러운,adv
3866,diagnose,진단,verb
3867,carbohydrate,탄수화물,noun
3868,liberty,자유,noun
3869,poster,포스터,noun
3870,theology,신학,noun
3871,nonprofit,비영리 단체,adj
3872,crawl,기다,verb
3873,oxygen,산소,noun
3874,handsome,멋있는,adj
3875,magic,마법,noun
3876,sum,합집합,noun
3877,provided,제공,conj
3878,businessman,실업가,noun
3879,promising,유망한,adj
3880,conscious,의식하는,adj
3881,determination,결정,noun
3882,donor,기증자,noun
3883,hers,그녀,pron
3884,pastor,목사,noun
3885,jazz,재즈,noun
3886,opera,오페라,noun
3887,Japanese,일본어,noun
3888,bite,깨물다,noun
3889,frame,액자,verb
3890,evil,사악한,adj
3891,acquisition,인수,noun
3892,pit,피트,noun
3893,hug,껴안다,verb
3894,wildlife,야생 동물,noun
3895,punish,벌하다,verb
3896,giant,거대한,noun
3897,primary,일 순위,noun
3898,equity,형평성,noun
3899,wrong,잘못된,adv
3900,doorway,출입구,noun
3901,departure,출발,noun
3902,elevator,엘리베이터,noun
3903,teenage,십대,adj
3904,guidance,안내,noun
3905,happiness,행복,noun
3906,statue,동상,noun
3907,pursuit,추구,noun
3908,repair,수리하다,noun
3909,decent,품위 있는,adj
3910,gym,헬스장,noun
3911,oral,경구,adj
3912,clerk,사무원,noun
3913,Israeli,이스라엘 인,noun
3914,envelope,봉투,noun
3915,reporting,보고,noun
3916,destination,목적지,noun
3917,fist,주먹,noun
3918,endorse,승인,verb
3919,exploration,탐구,noun
3920,generous,관대한,adj
3921,bath,욕조,noun
3922,rescue,구조하다,noun
3923,thereby,그것에 의하여,adv
3924,overall,전반적인,adv
3925,indicator,지시자,noun
3926,sunlight,햇빛,noun
3927,feedback,피드백,noun
3928,spectrum,스펙트럼,noun
3929,purple,자주색,adj
3930,laser,레이저,noun
3931,bold,굵게,adj
3932,reluctant,주저하는,adj
3933,starting,시작,noun
3934,expertise,전문적 지식,noun
3935,practically,거의,adv
3936,program,프로그램,verb
3937,picture,그림,verb
3938,tune,곡조,noun
3939,eating,먹기,noun
3940,age,나이,verb
3941,volunteer,자원 봉사자,verb
3942,hint,힌트,noun
3943,sharply,날카롭게,adv
3944,parade,퍼레이드,noun
3945,advocate,지지하다,verb
3946,realm,왕국,noun
3947,ban,반,noun
3948,strip,조각,verb
3949,cancel,취소,verb
3950,blend,혼합하다,verb
3951,therapist,치료사,noun
3952,slice,일부분,verb
3953,peel,껍질,verb
3954,pizza,피자,noun
3955,recipient,받는 사람,noun
3956,hesitate,망설이다,verb
3957,flip,튀기다,verb
3958,accounting,회계,noun
3959,debate,토론,verb
3960,bias,편견,noun
3961,huh,뭐,u
3962,metaphor,은유,noun
3963,candle,양초,noun
3964,handle,핸들,noun
3965,worry,걱정하다,noun
3966,judicial,사법,adj
3967,entity,실재,noun
3968,suffering,고통,noun
3969,full-time,풀 타임,adj
3970,feel,느끼다,noun
3971,lamp,램프,noun
3972,garbage,쓰레기,noun
3973,servant,하인,noun
3974,addition,덧셈,noun
3975,regulatory,규제,adj
3976,diplomatic,외교,adj
3977,elegant,우아한,adj
3978,inside,내부에,noun
3979,reception,리셉션,noun
3980,vanish,사라지다,verb
3981,automatically,자동으로,adv
3982,chin,턱,noun
3983,trail,자취,verb
3984,necessity,필요성,noun
3985,confess,불다,verb
3986,racism,민족적 우월감,noun
3987,starter,기동기,noun
3988,interior,내부,adj
3989,banking,은행업,noun
3990,casual,평상복,adj
3991,gravity,중력,noun
3992,enroll,싸다,verb
3993,diminish,줄다,verb
3994,prevention,방지,noun
3995,Arab,아라비아 사람,noun
3996,value,값,verb
3997,minimize,최소화하십시오,verb
3998,chop,촙,verb
3999,performer,수행자,noun
4000,intent,의지,noun
4001,isolate,분리하십시오,verb
4002,pump,펌프,verb
4003,inventory,목록,noun
4004,productive,생산적인,adj
4005,assembly,집회,noun
4006,civic,시민,adj
4007,silk,실크,noun
4008,magnitude,크기,noun
4009,steep,험한,adj
4010,hostage,인질,noun
4011,collector,수집기,noun
4012,popularity,인기,noun
4013,kiss,키스,noun
4014,alien,외계인,noun
4015,dynamic,동적,adj
4016,scary,무서운,adj
4017,equation,방정식,noun
4018,angel,천사,noun
4019,switch,스위치,noun
4020,offering,헌금,noun
4021,rage,격노,noun
4022,photography,사진술,noun
4023,repair,수리하다,verb
4024,toilet,화장실,noun
4025,disappointed,실망한,adj
4026,precious,귀중한,adj
4027,prohibit,금지,verb
4028,representative,대표,adj
4029,content,콘텐츠,adj
4030,realistic,현실적입니다,adj
4031,Russian,러시아인,noun
4032,hidden,숨겨진,adj
4033,command,명령,verb
4034,tender,부드러운,adj
4035,wake,일어나 다,noun
4036,gathering,모임,noun
4037,outstanding,훌륭해,adj
4038,stumble,채이기,verb
4039,lonely,외로운,adj
4040,automobile,자동차,noun
4041,artificial,인공의,adj
4042,dawn,새벽,noun
4043,abstract,요약,adj
4044,descend,하강,verb
4045,silly,바보 같은,adj
4046,hook,훅,verb
4047,tide,조류,noun
4048,shared,공유,adj
4049,hopefully,바라건대,adv
4050,readily,손쉽게,adv
4051,cooperate,협조,verb
4052,revolutionary,혁명적,adj
4053,romance,로맨스,noun
4054,hardware,하드웨어,noun
4055,pillow,베개,noun
4056,kit,전부,noun
4057,cook,요리하다,noun
4058,spread,확산,noun
4059,continent,대륙,noun
4060,seal,밀봉하다,verb
4061,circuit,회로,noun
4062,sink,싱크대,noun
4063,ruling,지배,noun
4064,shortage,부족,noun
4065,annually,매년,adv
4066,lately,최근에,adv
4067,trap,덫,noun
4068,scan,주사,verb
4069,fool,바보,noun
4070,deadline,마감 시간,noun
4071,rear,뒤쪽,adj
4072,processing,처리,noun
4073,ranch,농장,noun
4074,coastal,연안의,adj
4075,undertake,맡다,verb
4076,softly,부드럽게,adv
4077,reserve,예약하다,verb
4078,burning,타고 있는,adj
4079,verbal,언어 적,adj
4080,tribal,부족,adj
4081,ridiculous,말도 안 되는,adj
4082,automatic,자동적 인,adj
4083,diamond,다이아몬드,noun
4084,credibility,믿을 수 있음,noun
4085,import,수입,noun
4086,sexually,성적으로,adv
4087,spring,봄,verb
4088,way,방법,adv
4089,divine,신성한,adj
4090,sentiment,감정,noun
4091,cart,카트,noun
4092,oversee,감독,verb
4093,stem,줄기,verb
4094,elder,장로,noun
4095,pro,찬성,noun
4096,inspiration,영감,noun
4097,Dutch,네덜란드 사람,adj
4098,quantity,수량,noun
4099,trailer,트레일러,noun
4100,mate,친구,noun
4101,o'clock,오후,adv
4102,Greek,그리스 어,adj
4103,genius,천재,noun
4104,monument,기념물,noun
4105,bid,매기다,noun
4106,quest,탐구,noun
4107,sacrifice,희생,noun
4108,invitation,초대,noun
4109,accuracy,정확성,noun
4110,juror,배심원,noun
4111,officially,공무상,adv
4112,broker,브로커,noun
4113,treasure,보물,noun
4114,loyalty,충의,noun
4115,credit,신용 거래,verb
4116,shock,충격,verb
4117,talented,재간 있는,adj
4118,gasoline,가솔린,noun
4119,stiff,뻣뻣한,adj
4120,output,산출,noun
4121,nominee,후보자,noun
4122,extended,펼친,adj
4123,please,제발,verb
4124,diabetes,당뇨병,noun
4125,slap,찰싹,verb
4126,toxic,독성,adj
4127,alleged,주장 된,adj
4128,jaw,턱,noun
4129,grief,고통,noun
4130,mysterious,신비한,adj
4131,rocket,로켓,noun
4132,donate,기부,verb
4133,inmate,동거인,noun
4134,tackle,태클,verb
4135,dynamics,역학,noun
4136,bow,절하다,noun
4137,ours,우리 것,pron
4138,senior,상위,noun
4139,dignity,위엄,noun
4140,carpet,양탄자,noun
4141,parental,부모,adj
4142,bubble,거품,noun
4143,heat,열,verb
4144,buddy,친구,noun
4145,barn,외양간,noun
4146,sword,검,noun
4147,flash,플래시,noun
4148,seventh,제칠,m
4149,glory,영광,noun
4150,tightly,단단히,adv
4151,protective,보호,adj
4152,tuck,턱,verb
4153,drum,북,noun
4154,faint,희미한,adj
4155,post,게시하다,verb
4156,queen,퀸,noun
4157,dilemma,양도 논법,noun
4158,input,입력,noun
4159,specialize,전문,verb
4160,northeast,북동,noun
4161,shallow,얕은,adj
4162,liability,책임,noun
4163,sail,돛,verb
4164,merchant,상인,noun
4165,stadium,경기장,noun
4166,improved,향상,adj
4167,bloody,피의,adj
4168,defeat,패배시키다,noun
4169,associated,관련된,adj
4170,withdrawal,철수,noun
4171,refrigerator,냉장고,noun
4172,nest,둥지,noun
4173,near,가까운,adj
4174,thoroughly,철저히,adv
4175,lane,레인,noun
4176,ancestor,선조,noun
4177,condemn,비난하다,verb
4178,steam,증기,noun
4179,accent,악센트,noun
4180,escape,탈출하다,noun
4181,optimistic,낙관적인,adj
4182,unite,맞잡다,verb
4183,cage,새장,noun
4184,equip,갖추어 주다,verb
4185,shrimp,새우,noun
4186,homeland,고향,noun
4187,exchange,교환,verb
4188,rack,고문,noun
4189,costume,복장,noun
4190,wolf,늑대,noun
4191,courtroom,법정,noun
4192,statute,법령,noun
4193,cartoon,만화,noun
4194,besides,뿐만 아니라,prep
4195,productivity,생산력,noun
4196,grin,이를 드러내고 웃다,verb
4197,symbolic,상징적,adj
4198,seal,밀봉하다,noun
4199,bug,벌레,noun
4200,bless,신을 하다,verb
4201,aunt,이모,noun
4202,agriculture,농업,noun
4203,rock,바위,verb
4204,hostile,적의,adj
4205,root,뿌리,verb
4206,conceive,배다,verb
4207,combined,결합,adj
4208,instantly,곧,adv
4209,bankruptcy,파산,noun
4210,vaccine,백신,noun
4211,bonus,보너스,noun
4212,collaboration,협동,noun
4213,mixed,혼합,adj
4214,opposed,반대,prep
4215,orbit,궤도,noun
4216,grasp,파악,verb
4217,patience,인내심,noun
4218,spite,악의,prep
4219,tropical,열렬한,adj
4220,voting,투표,noun
4221,patrol,순찰,noun
4222,willingness,쾌히 하기,noun
4223,position,위치,verb
4224,revelation,시현,noun
4225,rent,임차료,noun
4226,calm,침착한,verb
4227,jewelry,보석류,noun
4228,hay,건초,noun
4229,haul,세게 끌기,verb
4230,concede,인정합니다,verb
4231,trace,추적하다,noun
4232,wagon,왜건,noun
4233,afterward,기후,adv
4234,spectacular,장관,adj
4235,ruin,망치다,verb
4236,sheer,얇은,adj
4237,prior,이전의,adj
4238,immune,면역성 있는,adj
4239,reliability,신뢰할 수 있음,noun
4240,ass,나귀,noun
4241,alongside,함께,prep
4242,bush,부시,noun
4243,exotic,이국적인,adj
4244,fascinating,매력적인,adj
4245,secure,안전한,adj
4246,clip,클립,noun
4247,thigh,대퇴골,noun
4248,bull,황소,noun
4249,drawer,서랍,noun
4250,regard,관심,prep
4251,sheep,양,noun
4252,discourage,낙담,verb
4253,coordinator,조정자,noun
4254,ideological,이데올로기,adj
4255,runner,달리는 사람,noun
4256,secular,속가,adj
4257,intimate,친밀한,adj
4258,empire,제국,noun
4259,cab,택시,noun
4260,divorce,이혼,verb
4261,exam,시험,noun
4262,documentary,기록한 것,noun
4263,neutral,중립적,adj
4264,biology,생물학,noun
4265,flexible,유연한,adj
4266,progressive,진보적,adj
4267,web,편물,noun
4268,conspiracy,음모,noun
4269,catch,잡다,noun
4270,casualty,사상자 수,noun
4271,republic,공화국,noun
4272,execution,실행,noun
4273,terrific,훌륭한,adj
4274,whale,고래,noun
4275,functional,기능의,adj
4276,star,별,verb
4277,draft,초안,verb
4278,instinct,본능,noun
4279,teammate,팀원,noun
4280,aluminum,알류미늄,noun
4281,whoever,누구나,pron
4282,ministry,내각,noun
4283,verdict,평결,noun
4284,instruct,지시하십시오,verb
4285,skull,두개골,noun
4286,self-esteem,자아 존중감,noun
4287,ease,쉬움,noun
4288,cooperative,협력적인,adj
4289,manipulate,조종하다,verb
4290,bee,벌,noun
4291,practitioner,실무자,noun
